15:02:54:229,0
15:03:05:224,22.36
15:03:16:000,13.41
15:03:28:000,13.8
15:03:39:000,5.54
15:03:50:000,24.64
15:04:01:000,65.55
15:04:12:000,116.34
15:04:23:000,160.87
15:04:34:000,219.28
15:04:45:000,279.0
15:04:56:000,328.43
15:05:07:000,380.36
15:05:18:000,431.97
15:05:29:000,487.76
15:05:40:000,544.97
15:05:51:000,595.64
15:06:02:000,649.34
15:06:13:000,699.56
15:06:24:000,748.58
15:06:35:000,803.68
15:06:46:000,866.71
15:06:57:000,914.74
15:07:08:000,952.31
15:07:19:000,1005.3
15:07:30:000,1044.96
15:07:41:000,1080.47
15:07:52:000,1117.31
15:08:03:000,1162.5
15:08:14:000,1203.52
15:08:25:000,1219.63
15:08:36:000,1220.37
15:08:47:000,1220.35
15:08:58:000,1220.39
15:09:09:000,1220.42
15:09:20:000,1220.45
